id	name	description
22681	Buizel_Comic_[ongoing..]_-_by_Dreiker	"Hello guys i just finished the first 2 pages! Now i know that drawing a comic is a work that takes much time and dedication but  slowly i'll mange to finish it >:D I WILL PERSIST! 

I hope you like it and i'd be glad to know what you think about it ^u^ 
next page: https://www.furaffinity.net/view/36733591/ 

If you like my work and this comic please consider on supposrting me on patreon starting from 2$ ! 
https://www.patreon.com/Dreiker
"
23176	Insomni_comic	
23207	Wanted:_Dead_or_Alive	A comic by Snivybatt and HocolateMilk
23238	Kinako_and_Her_Toys	
23484	Wolfery_Fursuit_TF	
23619	Rofl_x_charizard	
23683	Private_Lessons_by_Sketchybug	Comic commission for crimson_crash, featuring his polar bear professor, Anja, putting the moves on Will.
23707	Kamuri_x_Mr._Mephit	
23749	Miles'_Morals	
23801	Petty_the_Platypet_by_not_a_furfag	
23827	Hamster_&_Bull	
23882	Ratatooey's_Human_♂_×_Eeveelutions_♀	"A collection of art made by ""Ratatooey"":https://www.furaffinity.net/user/ratatooey/, featuring a male human and [[anthrofied]] female Eeveelutions."
23957	Beauteous_(by_reishuseyu)	
23993	MLP:_Thorax_and_Spike_have_a_private_moment_in_the_forest~_By_UniE	"Thorax and Spike have a private moment in the forest~

I ship these two so hard <3"
24045	Octavia_and_Stolas_Bonding_Time	
24184	Centaur_Series_by_bikupan	
24265	B2_x_F2_(by_keidragons)	
24288	Cub_pregnancy_timelines	Cub pregnancy comics by r3drunner.
24303	Nooking_-_Frumples	
24341	June_the_dragon_comic_by_pencil_bolt	
24422	Fighting_the_Unknown_Issue_1	
24474	Breeding_with_an_large_Absol_[Megane_Inu]	
24511	Patreon_Pinups:_Milla_Basset_by_BigDon1992	
24512	Natalie's_Special_Surprise_(nimzy)	
24608	[Sample]_Kemo_Gal_ni_Aisarete_Moto_no_Sekai_ni_Kaerenai	"The full version is sell on:
[alice-books] https://alice-books.com/item/show/4674-15
[Booth] https://ziroro326.booth.pm/items/1654043"
24768	Lewd_Rabbit_-_Amashun	
24844	Jay_&_Anon_(Sqoon)	
24962	She_Came_From_Outerspace!	
25064	Kay_(lightspirit)_commission_by_lc79510455	
25128	There_Is_Natsumi_Memori_(kaeritai07)	
25150	Fallen_Dragon	"Commission for ""fakeman1"":https://www.furaffinity.net/user/fakeman1
"
25349	Pumped:_Reboot!_by_Mosin	"An adult ""reboot"" of the 1998 episode of [i][[Catdog]][/i] of the same title. Created by [[Mosin]]. "
25376	Vaporeon's_hunger_by_ploufpuff	
25590	My_Mate_-_Chapter_4	"By ""Geminisaint"":http://www.furaffinity.net/user/geminisaint/

h5. Chapters:
* ""Complete Collection"":/pools/12127
* ""Chapter 1"":/pools/6960
* ""Chapter 2"":/pools/12656
* ""Chapter 3"":/pools/19238
* Chapter 4"
25732	ariannafray_pr_-_An_offer_you_can't_refuse	
25875	Bramble's_Camera	6 pages & an extra.
26090	Let's_Hang_Out_(Artist:Phenya)	
26169	Cheating_Reese_(tanuk_kun)	
26260	A_Night_Between_Birds	"{{Gyro Feather}} has a little fun with {{Lief Woodcock}} and teases them into his gullet.

Contains pellet disposal.

Art is by {{charlyhorse}}"
26279	Stuck_in_a_Sock	"{{Der}} got trapped in {Gyro Feather}}'s sock...and now is trapped as the bird walks.

Arts by {{Greiser}}"
26429	Just_Another_Day_Chapter_2_by_The_Hades	Sequel to Just Another Day https://e621.net/pools/20778
26491	Shiitake	
26523	The_Captain_and_his_assistant_(dreyk-daro)	
26723	Rough_Arcanine_by_NaruseWolf	
26754	Unnamed_dragon_comic_by_sassycat531	
30936	"""How_a_Name_was_Given""_by_Geno28"	Part of a short origin story, Xiao Niao encounters a gruff Rito warrior who decides to sit down with the youngling for a bit, during which Xiao Niao gets his Western Name
31048	sijimmy456_-_Exposure_freak	
31137	miss_jenine_Comic_by_Tozamtr	
26765	Pet_Furry_short_Ep.10_Train_by_Wherewolf	"Let's train!
--
Fanbox : https://wherewolf.fanbox.cc/
SubscribeStar : https://subscribestar.adult/wherewolf
List:
""Episode 1"":/pools/40018
""Episode 2"":/pools/26382
""Episode 3"":/pools/40020
""Episode 4"":/pools/24967
""Episode 5"":/pools/25199
""Episode 6"":/pools/26381
""Episode 7"":/pools/25497
""Episode 8"":/pools/26378
""Episode 9"":/pools/26379
Episode 10
""Episode 11"":/pools/28711
""Episode 12"":/pools/29264
""Episode 13"":/pools/29697
""Episode 14"":/pools/30295
""Episode 15"":/pools/31067
""Episode 16"":/pools/33498
""Episode 17"":/pools/40022
""Episode 18"":/pools/40024
""Episode 19"":/pools/40023
""Episode 20"":/pools/39680
""Episode 21"":/pools/39990

""Christmas 2021"":/pools/26796
""Christmas 2023"":/pools/38893"
26853	Vivian_from_Bloodline_secret_santa_set	30 picture image set of Vivian from the Webcomic Bloodline created by W0lfmare, art by Damn Lasso Tool 
26908	Zorua_x_Vaporeon_by_rettub_bear	
26930	Twin_Times_Two_-_by_aogami	"<Jenny> We ended up meeting the twins, Shiro and Kiba through friends. They're pretty cool, and after talking with them for a while they invited us over for an afternoon together.

<Lee> Don't know how it happened, but while watching TV, Shiro and I ended up naked, while Kiba and Jenny wore our stuff. >_>

<Jenny> *Giggles* After watching TV some, Kiba had the idea of playing together. She grabbed Lee and left me with Shiro. Shiro liked it when I started to ride on him. ^//^

<Lee> I was a bit surprised at Kiba taking me off to her room, but she said that they like to play with their friends, just like we did. >//<;

<Jenny> We got Shiro to agree to getting sandwiched between Lee and I. *Giggles*

<Lee> *Nods* Yeah, he wasn't too trilled about it, but he ended up liking it in the end. After that, he had me taking Kiba again while he had her suck him off. Payback I think. X//3
"
26979	In_the_Library	A series drawn by Ticl. Characters by allesok.
27082	Legend_of_Ahya_-_Kyra_and_Murana	
27221	Fox_in_quicksand_by_Arilace	
27329	Isabelle's_Breakfast	Twitter source: https://twitter.com/pompuffy/status/1068980991371276288
27336	Outcast_Harpy_Becomes_a_Most_Desired_Wife?!	"Outcast Harpy short entry by ShriekingMagpie!

If you would like to support my work, please consider checking out my SubscribeStar!
https://subscribestar.adult/shriekingmagpie"
27432	Temptations/Maintaining_Relations	Originally drawn by Zerofox1000 in 2022.
27580	Treat_for_Zangoose	
27602	Ribbon_-_a_Deltarune_Christmas_Comic	"By Deceased Bunny
""Twitter Link"":https://twitter.com/Deceased_Bunny/status/1474043593593692166?cxt=HHwWjIC9udW17fQoAAAA"
27628	Ran_to_Houseki	
27657	Vacation_Time	3D Render Sequence by Shawoo, Commissioned by Certified_GSD
27782	Chapter_14_-_A_Prelude_to_Potatoes	
27801	Shark_TFTG_-_Yuhokyattya	
27972	Flygon_Tf_Commission_by_DinoDoggo	
27988	The_Fumei_Clan	
28051	Umbreon_x_Sylveon_by_fermusieboir4	
28056	Jurassic_Breach	Seems that our little protagonist is in a bit of trouble, but it won't end as he thinks...! >:)
28206	Glaceon_Tease_by_Noitro	
28301	Crossover_County_-_Better_than_an_Autograph_by_Zummeng	A new short comic by Zummeng.
28311	"Adding_to_the_""Family"""	Sara looks for a new pet to add to her household
28351	Tilitea's_Valentine's_Day	Comic by https://twitter.com/HueGirl19/
28417	Whatcha'_reading?	
28460	Linkling_by_Agal1502	
28540	オルカ風バルーンドラゴンTF_(by_tagumi)	
28574	Strange_Meeting	Kuruk and Anteya meet some strange people
28581	Lost_and_Found_by_Babystar	Patreon reward for Furaffinity user Jowgenetsu
28592	Table_For_Three:_Remix_by_roanoak	"Remaster of ""Table for Three."":/pools/3110"
28677	Cult-y_Comic_-_UncleCucky	"A cult-y comic commission for ""@Fr0gv0re"":https://twitter.com/Fr0gv0re !
"
28786	The_Bad_Guys_Lupin_III_Redraws	"By Blair Lawrence 
https://twitter.com/Unseriousguy"
28807	Gotta_Get_Fat!_by_Prisonsuit-rabbitman	Weight gain comic of [[sonic_the_hedgehog|Sonic]] by [[prisonsuit-rabbitman]] for [[Addylad]]
29044	Archery_lessons_by_rosycoyote	
29136	Logan_Kincade_unbirth_livestream	"[quote]
(CW: #unbirth, #vore, #gooey #digestion, #excessivecum, #bondage)

💜 The juiciest livestream~💦

Full UB sequence for @LoganKincade6, feat. Cass!

Thank you again for your support 💋

#furry #furryart
[/quote]

Parts three and four not submitted yet, view them on Twitter: https://twitter.com/BigBurrBailey/status/1534594441704574976/photo/3"
29157	Caught_Huche_by_Magyo6	
29164	Druids_-_First_Flight	"A new side comic featuring Kinar and Anders.

Created by ""Amocin"":https://www.furaffinity.net/user/amocin/
Creator Patreon Page: ""M/F"":https://www.patreon.com/amocin , ""M/M"":https://www.patreon.com/male_male_art_by_amocin"
29173	Kin_Zantetsukin_and_Boss	
29479	Coco_Bandicoot:_PORKED_by_escopeto	
29516	The_Beach_Episodes_-_by_Katnay	
29543	Hornet_Horny_Day_Part1	It seem like some one cant hold it in on her day any more
29802	Guilty_Pleasure_(moonabel)	"Seravyn and Ivirius are roomates, but they never seem to make their relationship official. One afternoon, Seravyn opens the door to Ivirius' room, not expecting to find something... unusual. 
I wonder what will happen next."
29880	Dragon_Tamer_(ziffir)	
29910	What_If	It's just how I imagine of an AU of Pokémon Scarlet and Violet where the canon story don't even come out yet! XD
29991	MLP_-_The_Lost_Sun_by_Lummh	
30087	Treacherous_Treasures	
30102	Dangaroo_Magic_Underwear_Growth	"Dangaroo (by ""FurryFan"":https://www.furaffinity.net/user/furryfan1234/) found himself some magic underwear that made him grow. Series was drawn by {{dissimulated}}."
30186	Endurance_Test_(Duckhere)	
30386	Star`s_big_stud	
30400	Dog_Knight_RPG_🐶_Rory:_Local_Dagger_Enthusiast	"by {{Ceehaz}}

h5. Dog Knight RPG Pools:
* See [[Dog Knight RPG]]"
30433	舟_姬_侮_辱	
30437	WARNING:_Cream_Filled_-_Episode_4	"A weight gain comic by Viro Veteruscy.

Episode List
------------
""[b]Episode 1[/b]"":/pools/28911
""[b]Episode 2[/b]"":/pools/29145
""[b]Episode 3[/b]"":/pools/29239
[b]Episode 4[/b]"
30478	别乱吃约德尔的蘑菇！_(ff_glu)	
30578	cookie's_cv_adventure	cock vore comic
30614	Noelle_and_Kris_(mehdrawings)	
30637	Quests_by_Djayo	A collection in which very spicy quests and duties are fulfilled.
30754	Zan_x_Zoroark	
30870	Roxanne's_Wet_Dream	
31132	(Succubus)_Unikitty_meets_(Succubus)_Felicity	A Succubus that has take on the form of Unikitty decides to meet Felicity for the first time, thinking she's roleplaying like her.
31196	Garage_Chemistry	"by {{foxinuhhbox}}

Follow a young fox couple as they explore the wonderful world of science"
31255	Solar_House_Origins:_Uranus	
31279	Desparate_Pooping_by_Unoroute	
31286	Rio_v_NNN	Rio takes on No Nut November 2022!
31345	Nudist_Beach_by_Pichetlepichet	
31437	Thriller_Nights	"Commission for ""Kora"":https://www.furaffinity.net/user/kora

Late at night in the middle of the woods, a mother and her daughter's carriage has broken down after a long venture from town. Abandoning the carriage used to transport their goods, the two start making their way on foot. As the two continued down the dark path, they couldn't help but feel they were being watched. Even though the moonlight lit their path, it was almost impossible to see passed the fringes of the road. After a while, the two grew tired from their trek, but took solace in knowing they were not far from their farm. A loud reverberating howl echoed from the woods, and suddenly, a massive figure charged at the two. The daughter ran, taking refuge behind a tree, and looked back to find the beast had pinned her mother. The moonlight continued to shine down on the struggle taking place on the road, illuminating a large wolf like beast with two heads ripping the middle aged woman's clothes from her generously proportioned body. The two headed beast was panting with need, their large member both erect and oozing cum while the woman shrieked and clamored."
31534	Wolf_Link_x_Wolfyportal_-_windwttom	
31676	Bukkake_-_xienoan	
31776	Knoty_3D_TF	
31833	Nightclub_Behavior_by_Glowfox	7-page comic for Damaron and DonutDobie by Glowfox
32025	Ralsei_Pumpkin_Patch_(johnmarten)	
32157	NNN_collection	commission collection by  ~IcarusSkyhawk
32208	PokeMoms	"A collection of moms from the Pokemon Series

NOTE FROM ""Hunter 495"":https://e621.net/users/522819 (Not the one who made this pool, that's ""Ash42"":https://e621.net/users/643681) You'd probably want to use a set to make this rather than a pool, as a pool shows up at the top of a page, anyone can edit it, and is more for comics/mangas or sequences, and a set is more of a personal collection, which while still public, can't be seen from a post (aside from a list of sets in the bottom left (or very bottom on mobile)) can't be seen, and can only be edited if someone makes an invite for you.
I'm not a mod btw (told you here rather than your profile because I thought you'd be more likely to see it here.)
(Feel free to delete this bit once you've read it, possibly alongside the pool) (I have made too many edits to this desc...)"
32381	elf_gynomorph_needle_injections_by_jackash	A series of images where an elf...[[male]]? [[gynomorph]]? is strapped to a chair by a bunch of goblins and their breasts and testicles are injected with cummie juice. Features [[hypodermic_needle]], [[cock_and_ball_torture]], and [[hands-free]].
32410	Happily_Ever_After_by_Jackofak	
32412	diantha/feral_pokemon_by_habatakuhituji	Series of image edits where [[diantha_(pokemon)]] [[presenting|presents]] in the middle of a field somewhere and is surprised that somebody notices. Features [[male/female]], [[female_on_feral]], [[vaginal_penetration]], and [[anal_penetration]].
32448	"""Secret_of_the_Desert""_by_Okithau"	
32589	Fae's_Blessing_by_virmir	
32707	Wanda's_Welcoming_Gift_by_Noctoc	Commissioned by Darkwell21
32742	Helping_Hand_-_sindenbock	
32780	Reading_lessons_(by_DocFurPanic)	"[i](Script and Story by Prince_Borgon)[/i]

One of the many things that make Prince Borgon an eccentric ruler is the fact that, contrary to all common logic, the outer walls gate looks usually open during the night.

Obviously at the same time the gates and the doors of the castle are all well closed,
but with the right equipment it's possible to climb one of the red sandstone walls and access the interior easily.

There are those who would consider this conduct a defense defect, but for the Prince of Valmeridia it's pure and simple courtesy.
He knows how important it is for his subjects to be able to count on his presence night and day.

And on the other hand, if the thieves knew of the existence of a certaom vigilant guardian, who watches over the prince day and night,
they would probably be careful not to even think of being able to enter the castle undisturbed and steal something precious under his mustache.

Still, there's one creature in particular that just doesn't seem to be learning its lesson.


Skaarly the kobold is on his fifth attempt this month.
He now knows almost every access route to the castle, through windows, spiers and even some secret passages.
He's got it into his head that castle della Verbena hides a great secret, made up of mountains of gold, precious jewels and priceless relics.

He comes from the wild lands of the north, although he must have recently moved permanently among the trees of the great forest of Valmeridia, judging by the frequency of his attacks.


Until now, none of his attempts have ever resulted in anything good.
He was always discovered pretty easily, and accompanied to the door or invited to stay by the good prince.

That night, in particular, while Borgon is intent on spending one of the many endless nights at the castle, a clang of metal echoes through the corridors of the castle.
Sir Cordiale had previously warned the prince of the unexpected guest, and had proposed this time to send him away in a bad way.


But, as we know, Borgon really doesn't like the use of violence, even when it's lawful.
And so, very calmly, he in turn makes his way through the corridors, ready to do ""Olly olly oxen free"" to the little thief caught in the act.

Skaarly soon finds himself with no way out, and unafraid of the prince mumbles something about his nature as an evil lord.


But the dragon is not intimidated at all, rather he is perplexed by Skaarly's words.
And so, the kobold can't even read the signs that warn visitors to behave themselves at the castle?

This is definitely an important matter, one that Borgon wants to resolve immediately.
And since Skaarly is still there and the night is long,
who knows if the prince can't improvise himself as a teacher and give the little kobold thief some [b]special[/b] reading lessons?"
32825	Family_Bonds_(By_Spud-Arts)	
32843	Darkstalker’s_alternative_ending_by_shido-tara	
32892	Snake’s_lunch_by_Rica431	
32928	Tony_X_Bridget:_American_Love	
32941	Nestle_Crunch_Goo-chan	by {{razy}}
32943	The_Return_of_the_Weredragon	
33013	Corey_and_Dammy	
33055	Morning_Wood_Comic	
33120	Lessons	
33528	Sandy_Manray_NSFW_Continuation	"""Sandy Manray SFW Comic"":/pools/33216

By {{b-intend}}"
33546	Beerus's_sense_of_Smell_-_Spiritd	
33552	Electrotherapy_Time	Plusle & Minuns By Mr.Smile
33618	Tales_Of_Union_City	Ongoing comic by Grolarbearsins oficial released pages + comic misc
33679	Theron_and_the_Minotaur	
33756	On_Borrowed_Time_-_Chapter_6	"[quote]The expedition is coming quick, and Team Maelstrom is trying their best to keep up with the pace. But even within the prestigious guild lies a few bad apples... While on a mission to restore the guild's food supply, the team takes on a new mentor, and struggle with deciding who they're able to trust and who will spoil the batch.[/quote]
Prologue / Main Pool: pool #32663"
33843	Krystal_promotional_renders(Star_Fox_Assault)	
33845	Luna	"https://www.artstation.com/ariirf/albums/558281

Personal project of {{ari_ibarra}} featuring elements of Mexican and nearby mythology. May eventually turn into a collection of illustrated stories."
33891	【MANGA】PMD:_ICMA_#9_NEVER_GIVE_UP	"[quote][b]【漫画】ポケダンICMA #9[/b]
おまたせしました。
リルの挑戦を、その姿を、見届けてあげてください。

ポケモンの二次創作マンガです。
ポケモンがしゃべる世界のお話です。
本家ポケダンシリーズとの関係性はありません。
多少過激な内容を含みますが、それらを助長するものではありません。[/quote]
[Manga] PMD ICMA #9
Sorry to keep you waiting.
Please enjoy watching Lir's challenge, and his form.

This is a manga based on Pokemon.
It is a story about a world where Pokemon can talk.
There is no relationship with the original PMD series.
It contains some extreme contents, but does not promote them.

[section,expanded=Pokemon Mystery Dungeon: ICMA Series]
""PMD: ICMA #1"":/pools/20782
""PMD: ICMA #2"":/pools/20873
""PMD: ICMA #3"":/pools/20887
""PMD: ICMA #4"":/pools/25954
""PMD: ICMA #5"":/pools/25978
""PMD: ICMA #6"":/pools/26125
""PMD: ICMA #7"":/pools/26375
""PMD: ICMA #8"":/pools/26443
[b]PMD: ICMA #9[/b]
[/section]"
33936	my_sister_is_a_wolf_by_myoniis	Warning: This is a wholesome comic. No sex in here!
34132	Just_BFF_thing_by_Blackclown	A story I created about how Bert and Bruce spend their evening time together!
37308	You_Can_Just_Ask_by_Coffeefly_and_Gingy_K_Fox	A collab comic by Coffeefly and Gingy K Fox, featuring Juniper (coffeefly) and Gingy (Gingy K Fox)
37482	Andras_Little_Game!	"Andras seduces a big shark and convinces him to play a game involving condoms and resistance!

FA Folder: https://www.furaffinity.net/gallery/khayen/folder/1344829/Andras-Little-Game/"
34234	"dipingxiangtr.D's_""Games_Carnival"""	"This pool is a collection of {{dipingxiangtr.d}}'s sketches with carnival games where winning causes the death or severe injury of the victim.

The last post in this collection was posted on August 3, 2018, so this is considered inactive, however, if he posts more in this category, this pool will be updated accordingly.


H3. Ring Toss Game
[table]
  [thead]
    [tr]
      [th] commission: games carnival hanging 1 [/th]
      [th] commission: games carnival hanging 2 [/th]
      [th] commission: games carnival hanging 3 [/th]
    [/tr]
  [/thead]
  [tbody]
    [tr]
      [td] thumb #4052119 [/td]
      [td] thumb #4052120 [/td]
      [td] thumb #4052121 [/td]
    [/tr]
  [/tbody]
[/table]

H3. Shooting Gallery Game
[table]
  [thead]
    [tr]
      [th] commission: games carnival （shooting game） [/th]
    [/tr]
  [/thead]
  [tbody]
    [tr]
      [td] thumb #4052122 [/td]
    [/tr]
  [/tbody]
[/table]

H3. Horse Racing Game
[table]
  [thead]
    [tr]
      [th] commission: games carnival （Horse racing game）1 [/th]
      [th] commission: games carnival （Horse racing game）2 [/th]
    [/tr]
  [/thead]
  [tbody]
    [tr]
      [td] thumb #4052123 [/td]
      [td] thumb #4052124 [/td]
    [/tr]
  [/tbody]
[/table]

H3. Tub Toss Game
[table]
  [thead]
    [tr]
      [th] commission: games carnival (Undecided）[/th]
      [th] commission: games carnival 2 [/th]
    [/tr]
  [/thead]
  [tbody]
    [tr]
      [td] thumb #4052125 [/td]
      [td] thumb #4052126 [/td]
    [/tr]
  [/tbody]
[/table]"
34366	View_From_the_Bottom:_Wheel	"This was previously on their substar, but they took down the substar.

Uploaded with permission."
34399	Grand_Galloping_Orgy_(bear213)	
34402	MLP:_B-Day_Pony_Pack	"https://clopmaestroman.itch.io/b-day-pony-pack
https://twitter.com/Cl0pMaestroMan/status/1629197331412275201"
34433	Mi_Fa_So_La_Mimi!	Art featuring characters from Stray Moth’s Mi Fa So La Mimi! series.
34529	Swallow_my_dominance_by_sunshiu	
34533	Caxy_Creations_Pride_Series_2023_(NSFW)	All of my NSFW artwork related to Pride Month 2023! Will be updated as new pieces are added. ^-^
34541	MLP:_Countess_Coloratura_and_her_daughters'_Farewell_Tour_By_Anonymous_Artist_and_Whitekitten	
34622	Secretary_Lilo	
34665	Rookie_Mistakes_by_Whimsical_Squirrel	"It's the traditional Mating Season Chase again, as our narrator chronicles a particularly challenging day in which she was tasked with leading three rookie runners to victory over the boys. Will she succeed?

No. Because it's porn."
34696	Using_The_Litterbox	"“Using The Litterbox” (by: Wolfram_Sparks)
https://fluffy-community.com/t/using-the-litterbox-by-wolfram-sparks/47447"
34718	Trainer_Carter_was_captured!	"[i]From ""lapraslunch's Eka's Portal:"":https://aryion.com/g4/view/895515 [/i]
[quote]A multipart sequence born from a collaboration between myself and : FoxyCarter: . Honestly, I can't even begin to describe how honored and happy I was for Carter to approach me for this~ To not only be noticed, but even asked to work on getting art together by someone as popular as him was a dream come true~ :D <3 Not to mention just how much fun it was talking and coming up with ideas together~ And while it did take a very long time to see this idea to fruition, Carter was incredibly polite and patient the whole way through, not to mention a truly wonderful companion to just chat with every now and then~ Thank you so much for handling this so wonderfully, and for granting a simple vulpix like myself this chance~ :D <3

The first in a multipart sequence born from a collaboration between myself and Foxy_Carter Foxy_Carter . Honestly, I can't even begin to describe how honored and happy I was for Carter to approach me for this~ To not only be noticed, but even asked to work on getting art together by someone as popular as him was a dream come true~ :D <3 Not to mention just how much fun it was talking and coming up with ideas together~ And while it did take a very long time to see this idea to fruition, Carter was incredibly polite and patient the whole way through, not to mention a truly wonderful companion to just chat with every now and then~ Thank you so much for handling this so wonderfully, and for granting a simple vulpix like myself this chance~ :D <3

Carter the trainer turned prey fox belongs to FoxyCarter
Art is done by Borderlessmind (https://baraag.net/@Boardmindless and https://inkbunny.net/boardmindless)
Felix the cheeky vulpix predator is mine

And vulpix is copyrighted to nintendo[/quote]"
34973	Foxynoms_-_Blaze's_Lava_Bath_Vore	"Posting a few backlogged things here! First and foremost, Blaze~

Seems you walked in on her taking a bit of a lava dip~."
35024	Strange_Magic_by_berrypunchz	
35125	Curious_Blue_by_QuangDoann	
35159	A_Thief's_Growing_Misfortune_2_-_ACT_3_by_Burhuru	"ACT 3 finally begins!!
You can grab the full thing ""HERE!"":https://burhuru.gumroad.com/l/Kobut2ACT3
Comes with a whopping 24 Pages for the main story, 6 pages of epilogue getting the all the gang back together, and a BUTTLOAD of goodies (many of them thanks to Tyre).

[b]PART 1: pool #29208[/b]
[b]PART 2 ACT 1 & 2: pool #30891[/b]"
35198	Lily's_Pit_Incident	
35607	My_naughty_adventures_at_Old_Amber_Academy_by_smolevn	
35646	Quick_Thinking_-_Poppin	
35709	Purple_rain	"by ""the-minuscule-task"":/artists/25634"
35912	minimum_GIRL_FRIEND_-_nakagami_takashi	"minimum GIRL FRIEND

大分前になりましたがＧＷのケモケットで豊満メスケモが人気な昨今の流れに逆らうように小さなメスケモ、ネズミっ娘をメインにした本を発行しておりました。ゲスト作家さん16人による小さい体でがんばる彼女たちを堪能してほしいなぁ・・・と！　

■アリスブックス
http://alice-books.com/item/show/254-24

まだ在庫が少しあるので宣伝させていただきましたｗ"
35997	Loona_Date_Night_by_Elzzombie	
36196	As_the_User_commands:_1	"A comic on Aerial combat, based inside a match of war thunder (specifically warthunder, no historical setting here.)

This is the start of a project I have in mind, these pilots didn't spawn out of thin air, they had lives before all this started.
"
36317	Mumu_Age_Progression_-_mumu202	
36392	Rick's_Hitchhiking_Adventure	
36467	Wisp_stuck_in_the_door	Wisp gets stuck in your orbiter door, wyd?
36525	Milkbarn_Revenge	A comic by Vir-no-Vigoratus, commissioned by Egger
36532	Umbreon_Sketches_by_Cooliehigh	
36626	MLP:_Me_&_Nihashi_(pia-sama_sama)	
36872	Daddy_and_Son_Shenanigans_by_Avalath_Tiger	
37038	Cody's_Day_Out_-_aogami	
37099	Ganondorf_x_Lynel	ganon being used as a fleshlight by a lynel.
37208	Cooking_Up_Some_Plans_by_Fuf	"""A Soothing Night In The Park"":https://e621.net/pools/27080/
 ""Alister's Lesson "":https://e621.net/pools/36361/
""The Start Of Something New"":https://e621.net/pools/36303/
""The Big News"":https://e621.net/pools/36301/
""A Little Encouragement"":https://e621.net/pools/36285/
""A Friend With Benefits"":https://e621.net/pools/36187
""A Night to Celebrate"":https://e621.net/pools/36168/
 Cooking Up Some Plans"
37562	Kinky_Owls_Vol._1	"Made by {{rozalid}}, [i]Kinky Owls[/i] compiles free NSFW quickie comics about anthropomorphic owls enjoying their kinks. Be advised that is features [b]pornographic content[/b] for ADULTS ONLY (18+), not to be put in just anyone's hands.
This first volume will feature the following kinks (list not in order): 
- Bondage. ✅
- Masochism.
- Cumshot.
- Going wild. ⬅️
- Voyeurism.

You can see more on my ""Telegram NSFW Arts Channel"":https://t.me/+6lyXXxFBbmI2YjI0 , with pages posted in advance.

[sub]--
IMPORTANT INFOS:
🔞 All characters featured in my work are adults. My work is targeting ADULTS ONLY, does not suit for minors. 🔞
Comic sand characters featured in belongs to Rozalid
Those comics are self-published works.
PLEASE DO NOT STEAL, RESPOST, RESALE OR REPRODUCE THIS WORK.[/sub]

""Fur Affinity"":https://www.furaffinity.net/user/rozalid | ""Gumroad"":https://rozalid.gumroad.com/ | ""Telegram Art Channel"":https://t.me/+6lyXXxFBbmI2YjI0"
37590	PCA_Autumn_Festival_(Fuze)	
37685	Angel_by_Renabu	All of Renabu's drawings of [[Angel (Lilo and Stitch)|Angel (Experiment 624)]] posted on November 2, 2023, plus a [[color edit]] by [[RisenHentaiDemon]] of the last drawing in the series posted on December 29, 2023.
37872	Operation_Onaho_by_gabobon05	"Last pages added
"
37930	Unnamed_SaintMonstre_comic	
38140	New_life_in_cargo_hold_4-B	
38459	Binocular_Doe_Artworks	"A collection of artworks using Jeffusherb's OC, ""Binocular Doe"" "
38473	Squat_Malfunction_by_Orange_Bongo	
38509	Adalfyre's_Dinovember	
38778	Lopunny_Haircut_(saltyxodium)	
38796	Fifty-year-old_ass_on_fire_series	
38947	Hot_Bird_Summer_by_Sexotheque	"Comic by [[Sexotheque]] originally posted to the artist's ""Patreon"":https://www.patreon.com/morshmarter."
39011	Goetia_Pectus_Incrementum_by_NokamiWD	"Envious of others, Octavia tries to get a boost to her confidence with the help of one of her dad's grimoires.

Other socials: https://nokamiwd.carrd.co
Ko-Fi: ko-fi.com/nokamiwd
Commissions: https://forms.gle/FtT9eSNTx4XiYbiA8
SubscribeStar: https://subscribestar.adult/nokamiwd"
39075	Nick's_birthday_present_from_Judy	Judy promised Nick to do whatever he wanted on his birthday...and she plans to keep it.
39139	The_Backrooms_(by_2DLiquid)	
39163	Home_Invasion_-_by_enginetrap	
39177	Gummy_Girl_vs._Horsecock_-_Lech_Lewds	
39265	Deliver_Justice_by_87	
39297	Princess_x_Horse_-_BunBunMuffins	
39315	Can_I_Take_a_Seat?_by_Zomboyde	
39409	Silly_Souls_by_Kawa_Kir	"A pixel art animated panel-by-panel comic created by ""Kawa_Kir"":https://e621.net/users/509274 and ""Pinscher_5D"":https://e621.net/artists/75418"
39482	A_Prisoner_of_Wu	Comic by trapdiaper 
39542	intersex_latex_Tf_Sequence	
39548	Beastars_-_Signs_of_Love_(Taiarts)	"Another piece of fanart based on ""TherapyBear's 'Signs of Nature'"":https://archiveofourown.org/works/27865614/chapters/68226742 - Legoshi kissing both of his partners because gosh darn it he will, he must!"
39584	Sunspot_fun_by_Jackofak	Sunspot having some fun.
39648	Crisis_Ch1	Crisis is the newest nsfw gay comic Samaraka is working on, its going to be much bigger and more story focused with it having action, intimate moments, and superheroes/villains. He is also aiming for a sequel in the future.
39677	Hypnotize_Gardevoir_Line	
39682	Wolf_Girl_Sleep_Molestation_-_yokappa	
39697	“Night_Stream”_by_Phluks_and_ThaliaTaiga	
39734	Family_Therapy_(Aogami)_(2015)	"""Family Therapy"" TF commission from 2015, by Aogami"
39842	Prank_for_Prank_by_Kilinah	
39914	Late_Night_Artist_by_Carlos_Jurado_Cartoons	
40065	MLP:_Pageantry_(thebigbadwolf01)	
