user,post,is_like
195985,38245,f
252877,38245,f
288765,38245,f
316419,38245,f
378376,38245,f
52630,38245,f
538794,38245,f
736214,38245,f
780454,38245,f
109140,38232,t
109643,38232,t
117793,38232,t
136070,38232,t
156024,38232,t
1623660,38232,t
18033,38232,t
183761,38232,f
195406,38232,f
196639,38232,t
203394,38232,f
207064,38232,f
248348,38232,t
277554,38232,t
289049,38232,t
364848,38232,t
382452,38232,t
409034,38232,t
411416,38232,t
70790,38232,t
856470,38232,t
878983,38232,f
893597,38232,t
239215,38212,f
106658,38210,t
153451,38210,t
167810,38210,f
1690470,38210,t
1718705,38210,t
173196,38210,t
192384,38210,f
208264,38210,t
221313,38210,t
221828,38210,f
267448,38210,t
330814,38210,f
335931,38210,f
34634,38210,f
407936,38210,f
439558,38210,t
557501,38210,t
632383,38210,f
1378786,120627,t
908293,120627,t
122143,120626,f
1462514,120626,f
195644,120626,t
21023,120626,f
210718,120626,t
21376,120626,t
214332,120626,f
2455,120626,f
310975,120626,f
315083,120626,f
32644,120626,t
336612,120626,f
35979,120626,f
365163,120626,f
402317,120626,f
42883,120626,f
493170,120626,f
529550,120626,f
624279,120626,f
740561,120626,f
809894,120626,t
831700,120626,f
861863,120626,f
862087,120626,f
1120260,120030,f
118518,120030,f
1354292,120030,t
153482,120030,t
158252,120030,f
16665,120030,f
240536,120030,t
251446,120030,f
453170,120030,f
463545,120030,f
498546,120030,f
511083,120030,t
563963,120030,f
791972,120030,f
1006627,32771,f
1069134,32771,f
1139459,32771,f
1152092,32771,f
129755,32771,f
1355349,32771,f
139114,32771,f
1612411,32771,f
222945,32771,f
255765,32771,f
2582,32771,f
262999,32771,f
270236,32771,f
366436,32771,f
40954,32771,f
592094,32771,f
659235,32771,f
7207,32771,f
761905,32771,f
872178,32771,f
1031329,29282,t
1101805,29282,f
1147247,29282,f
1255620,29282,f
136694,29282,t
1375044,29282,f
1473945,29282,t
1518887,29282,t
162061,29282,f
1741406,29282,t
177879,29282,t
194685,29282,f
201378,29282,t
202824,29282,f
204959,29282,f
23002,29282,t
235171,29282,f
278929,29282,f
28423,29282,f
315677,29282,f
388068,29282,f
389178,29282,t
397010,29282,f
424719,29282,f
427172,29282,f
453454,29282,f
521631,29282,f
55756,29282,t
569209,29282,t
581311,29282,f
621107,29282,f
62674,29282,t
678962,29282,f
704729,29282,f
747313,29282,f
747416,29282,t
852711,29282,f
1662782,29281,f
289190,29281,f
51623,29281,f
756043,29281,f
829445,29281,f
10425,23612,f
1330860,23612,f
328522,23612,f
442183,23612,f
789923,23612,f
910401,23612,f
94321,23612,f
1059000,23349,f
1087521,23349,t
1113377,23349,t
118518,23349,t
1347660,23349,t
1357553,23349,t
1448137,23349,t
1485364,23349,f
16253,23349,t
180927,23349,f
18991,23349,t
207322,23349,t
22492,23349,t
242116,23349,t
271164,23349,t
276396,23349,t
347657,23349,t
353395,23349,t
375992,23349,t
43749,23349,t
5102,23349,t
622573,23349,t
665371,23349,t
723294,23349,t
73832,23349,t
749585,23349,t
8260,23349,f
957104,23349,t
991185,23349,t
1505534,23318,f
159103,23318,f
221828,23318,f
244697,23318,f
442259,23318,f
66777,23318,f
92814,23318,f
106726,23317,t
1226664,23317,t
12394,23317,t
1399316,23317,t
194733,23317,t
235431,23317,t
245036,23317,t
272325,23317,t
278798,23317,t
28041,23317,t
355257,23317,t
469884,23317,t
594052,23317,t
1103976,45734,t
1568682,45734,t
159945,45734,t
1660750,45734,t
1681285,45734,t
195981,45734,t
332011,45734,t
373188,45734,t
759514,45734,t
80782,45734,t
832509,45734,t
1001883,45662,f
1038346,45662,t
124275,45662,t
140492,45662,t
217455,45662,t
22492,45662,f
225508,45662,t
267026,45662,f
277338,45662,f
364760,45662,f
378306,45662,t
511160,45662,t
53002,45662,f
54618,45662,t
87233,45662,f
1348188,45620,f
1522925,45620,t
157133,45620,f
193595,45620,t
203860,45620,f
208534,45620,f
307674,45620,f
342003,45620,f
387826,45620,f
428780,45620,f
450539,45620,t
462603,45620,f
554550,45620,f
919,45620,f
1158668,119980,t
1336508,119980,t
133983,119980,f
149392,119980,f
1530761,119980,t
178726,119980,f
199013,119980,f
211950,119980,t
257802,119980,t
273593,119980,f
279569,119980,t
361991,119980,f
373526,119980,t
417357,119980,t
450695,119980,t
697636,119980,t
93130,119980,t
96288,119980,t
968327,119980,t
1070928,120504,t
1183185,120504,t
1271674,120504,t
1800776,120504,f
187268,120504,t
192671,120504,f
203503,120504,t
236581,120504,t
278516,120504,t
307674,120504,f
33588,120504,t
370224,120504,t
378306,120504,t
433434,120504,f
447967,120504,t
674292,120504,t
79320,120504,t
1248742,121257,t
38488,121257,t
398697,121257,t
417072,121257,t
55290,121257,f
615626,121257,t
6349,121257,t
726950,121257,t
76682,121257,t
801413,121257,t
1092590,121134,t
1693238,121134,f
171596,121134,t
1769996,121134,f
24619,121134,f
278326,121134,t
323447,121134,t
629625,121134,t
111792,120784,t
1273243,120784,f
1323875,120784,f
1350063,120784,f
1522767,120784,f
310107,120784,f
410370,120784,f
450364,120784,f
450888,120784,t
830630,120784,f
836997,120784,f
915947,120784,f
1134923,120651,f
1262134,120651,f
1486801,120651,f
154753,120651,f
163488,120651,f
1670762,120651,f
1727969,120651,f
194218,120651,f
207049,120651,f
209426,120651,f
214685,120651,f
231517,120651,f
234635,120651,f
247228,120651,f
302238,120651,t
307490,120651,f
392255,120651,f
460263,120651,t
51014,120651,f
688319,120651,t
710207,120651,t
727263,120651,f
72960,120651,f
8707,120651,f
876788,120651,f
94091,120651,t
1756835,120556,f
245036,120556,f
384045,120556,f
7,120556,f
1053244,119639,f
10799,119639,f
1264066,119639,f
1372359,119639,f
157911,119639,f
1633954,119639,f
1828373,119639,f
191521,119639,f
195789,119639,f
212388,119639,f
237263,119639,f
250756,119639,f
252574,119639,f
267711,119639,f
284436,119639,f
286218,119639,f
323660,119639,f
362249,119639,f
37285,119639,f
479479,119639,f
507478,119639,f
536095,119639,f
641476,119639,f
756694,119639,f
780669,119639,f
87821,119639,f
420518,122034,t
123294,114428,t
125476,114428,t
1516917,114428,t
1544168,114428,t
157786,114428,t
208853,114428,t
25426,114428,t
255113,114428,t
30763,114428,t
422855,114428,t
43789,114428,t
492308,114428,t
509239,114428,t
6201,114428,t
697943,114428,t
758649,114428,f
87359,114428,t
965844,114428,f
1652026,109939,t
210250,109939,t
26146,109939,t
323454,109939,t
335761,109939,t
10921,109921,t
1099394,109921,f
140367,109921,f
142874,109921,f
1581148,109921,f
162454,109921,f
1714823,109921,f
174377,109921,f
194791,109921,f
195970,109921,t
222945,109921,t
23691,109921,f
273080,109921,f
275830,109921,t
307384,109921,f
346795,109921,f
384641,109921,f
466834,109921,t
484430,109921,f
535958,109921,t
582359,109921,f
60960,109921,t
760334,109921,f
829096,109921,f
95927,109921,t
186504,100775,f
195789,100775,f
219916,100775,f
613783,100775,f
1057589,94501,f
106833,94501,f
201232,94501,f
284364,94501,f
289396,94501,f
410884,94501,f
753946,94501,f
87306,94501,f
1498911,88779,f
1781606,88779,t
238632,88779,f
273773,88779,t
40156,88779,f
408336,88779,f
527790,88779,t
890922,88779,f
1037305,84154,f
456324,84154,t
156410,80135,t
198716,80135,t
22187,80135,t
255180,80135,t
285318,80135,t
390768,80135,t
420111,80135,t
991644,80135,t
999375,80135,t
11514,80132,f
1155685,80132,t
12648,80132,t
1453417,80132,f
1475072,80132,t
1562325,80132,f
203082,80132,t
222140,80132,f
227746,80132,f
283807,80132,f
300371,80132,f
317710,80132,t
352250,80132,f
388036,80132,f
447346,80132,f
11053,80129,f
1169547,80129,t
1214006,80129,t
1294086,80129,t
1407116,80129,t
142593,80129,t
145752,80129,t
1473945,80129,f
1515786,80129,f
176137,80129,t
187201,80129,t
206293,80129,f
228778,80129,t
26587,80129,t
276060,80129,t
281710,80129,f
310044,80129,t
35483,80129,t
376195,80129,t
393971,80129,f
402737,80129,t
424719,80129,t
43749,80129,t
69488,80129,t
800099,80129,f
81234,80129,t
873496,80129,f
160866,79988,f
1711381,79988,f
174709,79988,f
1752116,79988,f
1770600,79988,f
256978,79988,f
279729,79988,f
319795,79988,f
370224,79988,t
390456,79988,f
477583,79988,t
49233,79988,f
529388,79988,t
546478,79988,f
596027,79988,t
882926,79988,f
207884,79925,f
222805,79925,t
134926,79338,t
1361396,79338,f
159895,79338,f
1742996,79338,t
25758,79338,f
365091,79338,t
375207,79338,t
456766,79338,t
78985,79338,t
827840,79338,f
875863,79338,t
946064,79338,t
1032902,73671,t
1169547,73671,f
123399,73671,t
136482,73671,f
1434784,73671,t
152693,73671,t
156951,73671,f
1637892,73671,t
287175,73671,f
30763,73671,t
31029,73671,f
43523,73671,t
456324,73671,f
588572,73671,f
629810,73671,t
770331,73671,t
818373,73671,t
94454,73671,f
1075909,60378,t
1236378,60378,f
1319522,60378,f
137456,60378,f
147733,60378,t
1544,60378,f
159804,60378,t
1670057,60378,f
1688108,60378,f
195793,60378,t
199344,60378,t
228864,60378,t
248806,60378,f
311596,60378,f
830661,60378,f
90779,60378,t
1007421,55356,t
109940,55356,f
1390732,55356,t
14505,55356,t
1532103,55356,t
177990,55356,t
214501,55356,t
251830,55356,f
30140,55356,t
526408,55356,t
527082,55356,f
62666,55356,t
730362,55356,t
979916,55356,f
983421,55356,f
1096019,55352,f
1147247,55352,f
1202938,55352,f
1506378,55352,t
1516781,55352,f
153853,55352,f
1557971,55352,f
1657438,55352,f
18046,55352,f
236631,55352,f
362513,55352,f
369652,55352,t
379283,55352,f
410146,55352,f
445288,55352,f
54472,55352,f
740759,55352,f
1186707,51622,t
201664,51622,t
226248,51622,t
291087,51622,t
331197,51622,t
39470,51622,t
399395,51622,t
420518,51622,t
6525,51622,t
838655,51622,t
92533,51622,t
988799,51622,t
109188,49466,t
1132897,49466,t
1473945,49466,t
1549596,49466,t
171453,49466,t
25758,49466,f
26606,49466,t
266557,49466,t
280090,49466,f
290349,49466,t
330137,49466,f
343439,49466,t
594497,49466,t
1155949,48933,t
13315,48933,f
139198,48933,f
139373,48933,t
219732,48933,t
233213,48933,f
248303,48933,t
31439,48933,t
582318,48933,t
605755,48933,f
792211,48933,t
887002,48933,t
922180,48933,t
100410,48921,f
1109637,48921,t
115560,48921,f
1264959,48921,t
127837,48921,f
14107,48921,t
145510,48921,t
1476767,48921,t
1748445,48921,t
190190,48921,f
194898,48921,f
196639,48921,f
215120,48921,t
233392,48921,t
237457,48921,f
242363,48921,f
255597,48921,t
317505,48921,f
323660,48921,f
327098,48921,f
340715,48921,t
375992,48921,t
392255,48921,f
404680,48921,t
460693,48921,f
510561,48921,f
713606,48921,t
8111,48921,t
820197,48921,f
86994,48921,t
88000,48921,f
93835,48921,f
1058940,48900,t
1183285,48900,f
1299369,48900,t
1420386,48900,f
1696414,48900,t
210718,48900,t
351096,48900,t
36549,48900,t
385806,48900,f
401874,48900,t
738238,48900,t
99530,48900,f
134079,48830,t
1653186,48830,t
195644,48830,f
211339,48830,t
222951,48830,t
263311,48830,f
289336,48830,t
333077,48830,t
337032,48830,t
360213,48830,t
389412,48830,t
401874,48830,f
405279,48830,t
455851,48830,t
472868,48830,t
477287,48830,t
548548,48830,t
567770,48830,t
583808,48830,t
637008,48830,f
696474,48830,t
750046,48830,f
775423,48830,t
818373,48830,t
1150618,43644,t
12513,43644,t
135052,43644,t
1440834,43644,t
1551652,43644,t
165910,43644,t
3059,43644,t
37834,43644,t
53278,43644,t
77169,43644,t
871420,43644,t
900647,43644,t
95927,43644,t
1009655,33426,t
1010382,33426,t
1071453,33426,t
117558,33426,t
1195114,33426,f
1305497,33426,f
136070,33426,f
14071,33426,f
155579,33426,t
158897,33426,t
1662782,33426,t
1686250,33426,f
176808,33426,t
177870,33426,t
1806504,33426,t
232693,33426,f
271511,33426,t
299809,33426,t
311630,33426,t
325877,33426,t
392636,33426,f
396936,33426,t
702659,33426,f
95345,33426,f
174059,28465,t
23394,28465,f
366474,28465,f
60564,28465,t
944954,28465,f
1098174,27079,t
11054,27079,t
1136028,27079,f
143307,27079,t
158545,27079,t
181827,27079,t
243369,27079,t
427514,27079,t
737514,27079,f
805891,27079,t
845749,27079,f
143679,17304,f
588656,17304,f
66287,17304,f
69838,17304,f
820953,17304,f
870024,17304,f
129700,16526,t
1475086,16526,t
164272,16526,t
194685,16526,f
266529,16526,t
293603,16526,t
319197,16526,f
343761,16526,f
352682,16526,f
364912,16526,t
387151,16526,t
427514,16526,f
432924,16526,f
47116,16526,t
552431,16526,t
640026,16526,f
680886,16526,t
95021,16526,t
1209543,15424,f
1254699,15424,t
14432,15424,f
145103,15424,f
1493404,15424,t
160478,15424,f
1825967,15424,f
18662,15424,f
287381,15424,f
290097,15424,f
317201,15424,f
66713,15424,t
1010932,9197,f
1357930,9197,f
1421160,9197,t
157660,9197,f
163362,9197,t
202769,9197,f
21525,9197,f
352250,9197,t
413293,9197,t
909308,9197,f
1065630,9103,f
134825,9103,f
13815,9103,f
1512779,9103,f
163826,9103,f
181159,9103,f
194377,9103,f
195502,9103,f
211996,9103,f
222050,9103,f
319617,9103,f
389136,9103,f
411472,9103,f
419688,9103,f
453451,9103,f
528368,9103,f
60350,9103,f
913366,9103,f
905206,8971,t
1008502,8676,f
1016765,8676,f
154863,8676,f
462122,8676,f
1029317,6397,t
109919,6397,t
1134052,6397,t
13249,6397,t
133964,6397,f
1343401,6397,t
13983,6397,t
1621855,6397,t
1651149,6397,t
1658543,6397,t
1717574,6397,t
214455,6397,t
263170,6397,t
329936,6397,t
35381,6397,t
416781,6397,t
46205,6397,t
86093,6397,t
10747,6098,t
126852,6098,t
1434139,6098,t
230598,6098,t
367031,6098,t
1028083,5074,t
1052698,5074,f
105379,5074,f
1066845,5074,t
133633,5074,t
140367,5074,t
362657,5074,t
546109,5074,t
664912,5074,t
74460,5074,t
76189,5074,f
149600,3323,t
1522129,3323,f
188681,3323,t
253976,3323,t
414804,3323,f
500776,3323,t
695502,3323,t
709245,3323,t
833804,3323,t
896224,3323,t
11729,2053,f
12114,2053,f
1217441,2053,f
141714,2053,f
142634,2053,f
1555608,2053,f
192933,2053,t
199694,2053,f
226683,2053,f
30779,2053,f
327786,2053,f
334210,2053,f
358106,2053,t
372155,2053,f
429587,2053,t
462271,2053,f
559441,2053,f
65741,2053,t
737514,2053,t
8532,2053,f
192412,901,f
275713,901,t
4461,901,f
798397,901,f
86976,901,f
105017,513,t
144747,513,t
1503655,513,t
170650,513,t
198348,513,t
275982,513,t
334336,513,t
360556,513,f
408941,513,t
447197,513,f
89765,513,t
135288,506,t
1405482,506,t
168365,506,f
616042,506,t
1101805,238,f
1130791,238,f
1557971,238,f
1562517,238,f
248829,238,f
318368,238,t
347029,238,t
73818,238,t
858948,238,f
87066,238,f
95345,238,t
1012051,225,t
1045511,225,t
121385,225,t
1322181,225,t
1329260,225,t
1333679,225,t
1422171,225,t
157807,225,t
1589276,225,t
160738,225,t
1671420,225,t
254507,225,t
29649,225,t
319176,225,t
353537,225,t
359955,225,t
378439,225,t
394899,225,t
420973,225,t
434338,225,t
470293,225,f
5063,225,t
536662,225,t
671107,225,t
710849,225,t
73832,225,t
75942,225,t
8129,225,t
98871,225,t
1015870,55,t
103109,55,t
1151699,55,f
1363867,55,f
1682534,55,f
181994,55,f
194269,55,t
196452,55,f
281225,55,t
3200,55,f
368475,55,t
416416,55,t
456613,55,t
477431,55,t
51601,55,t
522053,55,f
5324,55,f
54727,55,t
593323,55,t
69164,55,t
70219,55,t
74754,55,t
7950,55,f
805853,55,f
1059000,79602,f
128992,79602,t
1305707,79602,f
1322129,79602,t
1340020,79602,t
1371912,79602,f
1551652,79602,t
1553118,79602,t
1594330,79602,f
1610535,79602,f
212476,79602,f
245735,79602,t
281625,79602,f
339699,79602,t
349057,79602,t
378713,79602,t
389037,79602,f
5649,79602,f
80770,79602,t
1059575,110288,f
213493,110288,f
25758,110288,f
339631,110288,f
40304,110288,f
416831,110288,f
688914,110288,t
776219,110288,t
875459,110288,t
109802,43553,t
124452,43553,f
14553,43553,t
194444,43553,f
239126,43553,t
456682,43553,t
567433,43553,f
645866,43553,f
69948,43553,f
933623,43553,t
99155,43553,f
95895,43499,t
114384,43490,f
1252273,43490,f
146206,43490,f
1568605,43490,f
1653229,43490,t
171070,43490,f
179125,43490,f
266012,43490,f
266704,43490,f
271164,43490,f
27536,43490,f
299049,43490,f
315002,43490,f
357827,43490,f
357993,43490,f
364967,43490,f
37285,43490,f
389136,43490,f
400042,43490,t
403456,43490,f
412201,43490,f
412500,43490,t
457949,43490,t
571497,43490,f
584779,43490,t
60304,43490,f
614525,43490,t
62565,43490,f
691855,43490,f
712536,43490,f
729770,43490,f
734328,43490,f
78985,43490,f
868857,43490,f
970141,43490,f
974355,43490,f
981887,43490,f
103420,43484,f
10726,43484,f
109062,43484,f
1303992,43484,f
1398521,43484,f
1575280,43484,f
2748,43484,f
402141,43484,f
509239,43484,f
769631,43484,f
95221,43484,f
955391,43484,f
1155153,43483,t
1621582,43483,t
373720,43483,t
534109,43483,t
1062596,41690,f
176655,41690,t
197608,41690,f
331564,41690,t
336260,41690,f
102063,41685,f
1070750,41685,f
1143993,41685,f
121673,41685,f
1272917,41685,t
1314874,41685,t
140174,41685,t
1412004,41685,f
176303,41685,t
187236,41685,t
19144,41685,t
222911,41685,t
266264,41685,t
270069,41685,f
308631,41685,t
345091,41685,f
385149,41685,f
408179,41685,t
424747,41685,t
432924,41685,t
459880,41685,f
468056,41685,f
47452,41685,f
556315,41685,t
752713,41685,t
931459,41685,t
1156136,41683,t
129264,41683,f
1373021,41683,t
139746,41683,t
1434687,41683,f
1435404,41683,f
169600,41683,f
18991,41683,f
190882,41683,t
1993,41683,f
206436,41683,f
220445,41683,f
250373,41683,f
290222,41683,f
303646,41683,t
330185,41683,f
343811,41683,f
367126,41683,t
370224,41683,f
37803,41683,f
387350,41683,f
430869,41683,f
452778,41683,t
457664,41683,t
459880,41683,f
554242,41683,f
58211,41683,f
593808,41683,f
634159,41683,t
788986,41683,t
797717,41683,f
874411,41683,f
95221,41683,f
981820,41683,t
1382160,41680,f
1561431,41680,f
1570727,41680,f
208393,41680,f
237374,41680,f
24188,41680,f
24865,41680,f
254382,41680,f
386732,41680,f
442365,41680,f
51856,41680,f
77169,41680,f
99530,41680,t
1394944,41678,t
181244,41678,t
202052,41678,t
214903,41678,t
269675,41678,f
283740,41678,f
293187,41678,t
310227,41678,f
312136,41678,f
372004,41678,f
379060,41678,f
83222,41678,t
985254,41678,f
1025466,41674,f
1262967,41674,f
1283858,41674,t
150113,41674,t
164567,41674,t
178921,41674,f
182594,41674,f
296313,41674,f
322206,41674,t
331033,41674,f
381073,41674,t
45480,41674,t
455100,41674,t
459693,41674,t
5422,41674,f
60196,41674,f
688410,41674,f
750157,41674,f
848060,41674,f
88706,41674,t
137005,41526,f
233769,41526,f
324253,41526,f
409034,41526,f
566801,41526,f
780669,41526,t
992877,41526,f
1094983,98736,t
1667644,98736,t
241920,98736,t
250088,98736,t
1123858,608,t
1191594,608,t
1264669,608,t
1304634,608,t
135045,608,t
1593054,608,t
169011,608,t
1705698,608,t
218731,608,t
226932,608,t
291925,608,t
378154,608,t
393125,608,f
439806,608,t
59010,608,t
954991,608,t
111740,572,f
1141055,572,t
116490,572,f
1210495,572,f
12500,572,f
12513,572,f
1354292,572,f
1422181,572,f
1501663,572,t
153651,572,f
177183,572,f
197351,572,f
205881,572,t
208164,572,t
23159,572,f
247212,572,t
255967,572,t
266839,572,t
345739,572,f
3464,572,t
361486,572,f
380454,572,t
409420,572,f
436936,572,t
693311,572,f
780862,572,f
89427,572,f
1178613,125841,t
164294,125841,t
169490,125841,t
494285,125841,t
1011175,125095,t
106564,125095,t
115749,125095,t
116637,125095,t
1313822,125095,t
1326333,125095,t
1422181,125095,t
170478,125095,f
1792207,125095,f
1829834,125095,t
191030,125095,f
21354,125095,t
226431,125095,f
269120,125095,t
270245,125095,t
295240,125095,t
29694,125095,f
304974,125095,t
341861,125095,t
347029,125095,t
361541,125095,t
447066,125095,f
45481,125095,t
502712,125095,t
511160,125095,f
52307,125095,t
56567,125095,f
566544,125095,t
570975,125095,t
612113,125095,f
639440,125095,t
67845,125095,f
704902,125095,t
744501,125095,t
884315,125095,f
936786,125095,f
1405482,124406,f
254520,124406,f
342607,124406,f
814260,124406,f
82191,124406,f
104503,124046,t
1238466,124046,t
1360748,124046,t
1399854,124046,t
142113,124046,t
14377,124046,t
1555608,124046,t
190106,124046,t
220177,124046,t
251894,124046,t
280736,124046,t
285391,124046,t
355543,124046,t
355680,124046,t
363987,124046,t
387686,124046,t
387843,124046,t
44324,124046,t
517104,124046,t
55948,124046,t
62674,124046,t
678419,124046,t
694421,124046,t
798245,124046,t
802937,124046,t
87066,124046,t
955346,124046,t
1213394,123846,f
141465,123846,f
945712,123846,f
1293240,123672,t
1337211,123672,f
1358995,123672,t
13835,123672,f
1633387,123672,f
1688108,123672,t
232324,123672,t
237966,123672,f
329719,123672,f
56448,123672,f
572605,123672,f
604096,123672,f
761905,123672,t
78278,123672,t
1019963,123671,t
1041388,123671,t
10465,123671,t
1162809,123671,t
1169547,123671,t
137844,123671,t
146190,123671,t
151341,123671,f
154520,123671,f
16127,123671,t
1732329,123671,t
240439,123671,f
246401,123671,t
282005,123671,t
290034,123671,t
325110,123671,t
325982,123671,t
371004,123671,t
412475,123671,t
471891,123671,t
493018,123671,t
513471,123671,t
514467,123671,t
61758,123671,t
69948,123671,f
72579,123671,t
755315,123671,t
7568,123671,t
798806,123671,t
833804,123671,t
972776,123671,f
103576,123486,f
108641,123486,f
122157,123486,f
1268821,123486,f
1367952,123486,f
1466274,123486,f
1486961,123486,f
1634540,123486,f
194820,123486,f
212476,123486,f
2141,123486,t
283807,123486,f
40954,123486,f
47166,123486,f
5358,123486,f
57152,123486,f
59000,123486,t
86801,123486,t
976,123486,f
1023743,123481,t
1108853,123481,f
1678416,123481,t
188579,123481,f
197373,123481,t
54381,123481,f
667024,123481,t
1009655,123089,f
1012051,123089,f
1221631,123089,f
124060,123089,f
1430121,123089,f
1434383,123089,f
1448668,123089,f
212829,123089,f
286591,123089,f
380341,123089,t
619471,123089,f
1009015,123046,t
104449,123046,f
10453,123046,t
1153022,123046,t
1173855,123046,t
1208135,123046,f
1316712,123046,t
134623,123046,t
139478,123046,t
1523811,123046,t
169219,123046,t
197608,123046,t
201378,123046,t
242844,123046,t
251894,123046,f
255307,123046,t
293861,123046,t
34407,123046,t
393715,123046,t
410702,123046,t
449079,123046,t
493170,123046,t
51466,123046,t
529228,123046,t
54683,123046,t
582608,123046,t
602432,123046,t
754201,123046,t
865759,123046,t
871420,123046,t
979582,123046,t
1261217,123003,f
147574,123003,t
167195,123003,t
310227,123003,t
345428,123003,t
58597,123003,t
689713,123003,t
915947,123003,t
1005124,122857,f
1018065,122857,f
1136028,122857,f
152169,122857,f
214600,122857,f
220347,122857,f
237374,122857,f
273108,122857,f
308814,122857,f
34841,122857,f
597843,122857,f
780731,122857,f
788775,122857,f
865567,122857,f
974224,122857,f
192671,122703,f
239967,122703,f
284189,122703,f
286659,122703,f
616927,122703,f
810884,122703,f
1274573,122672,f
178375,122672,f
239509,122672,f
661246,122672,f
941629,122672,f
1028478,122200,t
1131470,122200,f
1290347,122200,t
1522322,122200,t
1577412,122200,t
161762,122200,t
1816730,122200,t
199001,122200,t
203607,122200,t
283404,122200,f
298005,122200,f
300750,122200,t
307352,122200,t
321362,122200,t
437601,122200,f
46907,122200,f
475520,122200,t
532932,122200,f
66913,122200,t
723294,122200,t
762831,122200,t
83247,122200,t
917785,122200,f
925405,122200,t
974224,122200,f
1072383,122111,t
1156562,122111,t
1191361,122111,t
1246483,122111,t
1305497,122111,f
138251,122111,t
1546594,122111,f
165043,122111,f
178398,122111,t
1797718,122111,f
187740,122111,f
190242,122111,f
19281,122111,f
214356,122111,f
230106,122111,f
233374,122111,f
246674,122111,f
266267,122111,f
273829,122111,t
375928,122111,t
396618,122111,t
47191,122111,t
5327,122111,f
542463,122111,t
804085,122111,f
85207,122111,f
96388,122111,t
998257,122111,f
1503655,15907,t
1573538,15907,t
16314,15907,t
229937,15907,t
399163,15907,t
528944,15907,t
720857,15907,t
844501,15907,t
1288750,7462,f
16718,7462,f
336416,7462,f
1034691,7428,t
1174227,7428,t
1375044,7428,t
138543,7428,f
320251,7428,t
325434,7428,t
388719,7428,t
438226,7428,f
613783,7428,t
666305,7428,t
70579,7428,f
89660,7428,t
1020716,271,f
131548,271,f
1386606,271,f
140367,271,f
1657505,271,f
213326,271,f
227345,271,f
28445,271,f
373720,271,f
431940,271,f
499875,271,f
68438,271,f
739355,271,f
373833,175,f
145366,174,f
1498209,174,f
194685,174,t
304060,174,t
442390,174,t
906250,174,t
1001883,147,f
120359,147,f
1504945,147,f
1546841,147,f
186691,147,f
189436,147,t
202382,147,f
216633,147,t
319617,147,t
356370,147,f
42890,147,f
56171,147,t
629810,147,f
639752,147,f
679533,147,f
73369,147,f
799021,147,t
857093,147,f
92870,147,f
95156,147,f
1163385,145,t
1310796,145,t
135506,145,t
1569832,145,t
1701252,145,t
178726,145,t
1802651,145,t
188961,145,t
216586,145,f
25953,145,t
3330,145,t
356084,145,t
365163,145,f
696967,145,t
826839,145,f
92840,145,t
100891,143,t
111006,143,t
1120260,143,t
1729606,143,t
19806,143,t
214455,143,t
219349,143,t
240422,143,t
250358,143,t
256896,143,t
37816,143,t
382888,143,t
395737,143,t
483330,143,t
523770,143,t
52896,143,t
529550,143,t
863464,143,t
1124825,19,f
134560,19,t
1359114,19,t
1490126,19,f
17816,19,t
190721,19,f
205103,19,f
327656,19,t
35608,19,f
402249,19,t
71573,19,f
797051,19,t
829264,19,t
870213,19,t
1012446,13,t
1163385,13,f
127395,13,t
1313022,13,t
1363493,13,t
1489222,13,t
229443,13,t
277338,13,f
326102,13,f
34136,13,f
359749,13,f
37803,13,f
386177,13,f
390972,13,f
524051,13,t
660342,13,t
854288,13,t
1108853,454,f
1151341,454,f
1190311,454,t
1223734,454,f
1319468,454,t
1342482,454,f
1527221,454,f
206875,454,t
237735,454,t
23929,454,t
298422,454,f
396618,454,f
624652,454,f
83356,454,t
1294356,91522,f
1384627,91522,t
1461625,91522,t
176137,91522,t
208164,91522,f
289336,91522,f
291594,91522,t
318310,91522,t
335877,91522,t
45574,91522,t
625521,91522,f
1124835,88967,f
185976,88967,t
22273,88967,t
295669,88967,t
387179,88967,f
434338,88967,f
455425,88967,f
478200,88967,t
689146,88967,f
1369914,85833,t
15051,85833,t
1611424,85833,t
198765,85833,t
255597,85833,t
270069,85833,t
311630,85833,f
366226,85833,t
433505,85833,t
580583,85833,f
772212,85833,t
1045193,28757,t
1170116,28757,t
117613,28757,t
13413,28757,t
1354292,28757,f
141228,28757,f
334064,28757,f
409972,28757,t
461343,28757,t
567503,28757,f
57152,28757,f
595410,28757,f
62550,28757,t
683068,28757,t
68486,28757,f
873148,28757,f
1034710,8433,t
1076052,8433,t
120952,8433,t
137116,8433,t
137278,8433,t
137456,8433,f
1415270,8433,t
14994,8433,f
155375,8433,t
176736,8433,f
1833546,8433,t
1879,8433,t
211339,8433,f
275337,8433,f
324408,8433,t
367320,8433,t
387686,8433,t
4001,8433,f
418886,8433,t
42098,8433,f
42883,8433,f
51054,8433,t
531309,8433,t
597655,8433,t
731178,8433,t
73697,8433,t
764417,8433,f
83114,8433,f
993427,8433,f
10248,111466,f
1040431,111466,f
107013,111466,f
107882,111466,t
118803,111466,t
1206121,111466,f
1262134,111466,f
161765,111466,t
211079,111466,f
2543,111466,f
413678,111466,f
550504,111466,f
630595,111466,t
732007,111466,f
739974,111466,f
76100,111466,f
800471,111466,f
82186,111466,f
139633,110332,f
143064,110332,t
15047,110332,t
